AppName,TCID,STATUS,EXEDATE,ENV|CODE|DATA|REQ,TestCaseID,WeekDay,Special,Day Weight,Function,Defect
ICGS,173,Pass,6/21/2016,,10905,Saturday,,,,
ICGS,174,Fail,6/22/2016,UAT2.0|import pandasa as pd|pandasa: Package not found|importing,10906,Sunday,,,,
ICGS,175,Fail,6/23/2016,DEV2.0|plt.show()|displaying graph without plotting it|plotting,10907,Monday,,,,
ICGS,176,Fail,6/24/2016,UAT2.0|form.submit(name[0])|Array index out of bounds|Need to specify name,10908,Tuesday,,,,
ICGS,177,Pass,6/25/2016,,10909,Wednesday,,,,
ICGS,178,Fail,6/26/2016,"PROD2.0|import plotly|The plotly.plotly module is deprecated,|importing",10910,Thursday,,,,
ICGS,179,Fail,6/27/2016,"DEV2.0|print(data.[""Name""])|No column named ""Name""|retrive data",10911,Friday,,,,
ICGS,180,Pass,6/28/2016,,10912,Saturday,,,,
ICGS,181,Pass,6/29/2016,,10913,Sunday,,,,
ICGS,182,Pass,6/30/2016,,10914,Monday,,,,
ICGS,183,Pass,7/1/2016,,10915,Tuesday,,,,
ICGS,184,Fail,7/2/2016,"PROD2.0| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly",10916,Wednesday,,,,
ICGS,185,Fail,7/3/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control,10917,Thursday,,,,
ICGS,186,Fail,7/4/2016,DEV2.0|import seaborn as sns|seaborn: package not found|importing,10918,Friday,Independence Day,,,
ICGS,187,Pass,7/5/2016,,10919,Saturday,,,,
ICGS,188,Pass,7/6/2016,,10920,Sunday,,,,
ICGS,189,Pass,7/7/2016,,10921,Monday,,,,
ICGS,190,Pass,7/8/2016,,10922,Tuesday,,,,
ICGS,191,Fail,7/9/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising,10923,Wednesday,,,,
ICGS,192,Pass,7/10/2016,,10924,Thursday,,,,
ICGS,193,Fail,7/11/2016,"PROD2.0| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter",10925,Friday,,,,
ICGS,194,Fail,7/12/2016,DEV2.0|import seaborn as sns|seaborn: package not found|importing,10926,Saturday,,,,
ICGS,195,Pass,7/13/2016,,10927,Sunday,,,,
ICGS,196,Fail,7/14/2016,"UAT2.0| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading",10928,Monday,,,,
ICGS,197,Fail,7/15/2016,PROD2.0|np.arange(8)|numpy array out of range|looping,10929,Tuesday,,,,
ICGS,198,Fail,7/16/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",10930,Wednesday,,,,
ICGS,199,Pass,7/17/2016,,10931,Thursday,,,,
ICGS,200,Fail,7/18/2016,STG2.0|for i in Age|list index out of range|looping,10932,Friday,,,,
ICGS,201,Pass,7/19/2016,,10933,Saturday,,,,
ICGS,202,Pass,7/20/2016,,10934,Sunday,,,,
ICGS,203,Fail,7/21/2016,"DEV2.0|print(""a[10]"")|No varible named a|retrive data",10935,Monday,,,,
ICGS,204,Fail,7/22/2016,DEV2.0|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming,10936,Tuesday,,,,
ICGS,205,Pass,7/23/2016,,10937,Wednesday,,,,
ICGS,206,Fail,7/24/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing,10938,Thursday,,,,
ICGS,207,Pass,7/25/2016,,10939,Friday,,,,
ICGS,208,Fail,7/26/2016,DEV2.0|df.read_csv(...)|file not found|Importing file,10940,Saturday,,,,
ICGS,209,Pass,7/27/2016,,10941,Sunday,,,,
ICGS,210,Fail,7/28/2016,DEV2.0|import seaborn as sns|seaborn: package not found|importing,10942,Monday,,,,
ICGS,211,Pass,7/29/2016,,10943,Tuesday,,,,
ICGS,212,Fail,7/30/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations",10944,Wednesday,,,,
ICGS,213,Fail,7/31/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising,10945,Thursday,,,,
ICGS,214,Pass,8/1/2016,,10946,Friday,,,,
ICGS,215,Fail,8/2/2016,"DEV2.0|plt.plot(x,y)|x,y : undefined variables|plotting",10947,Saturday,,,,
ICGS,216,Pass,8/3/2016,,10948,Sunday,,,,
ICGS,217,Pass,8/4/2016,,10949,Monday,,,,
ICGS,218,Pass,8/5/2016,,10950,Tuesday,,,,
ICGS,219,Fail,8/6/2016,DEV2.0|import seaborn as sns|seaborn: package not found|importing,10951,Wednesday,,,,
ICGS,220,Fail,8/7/2016,PROD2.0|import seaborn as sns|seaborn: Package not found|Coloring,10952,Thursday,,,,
ICGS,221,Fail,8/8/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error",10953,Friday,,,,
ICGS,222,Fail,8/9/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value ,10954,Saturday,,,,
ICGS,223,Pass,8/10/2016,,10955,Sunday,,,,
ICGS,224,Pass,8/11/2016,,10956,Monday,,,,
ICGS,225,Pass,8/12/2016,,10957,Tuesday,,,,
ICGS,226,Pass,8/13/2016,,10958,Wednesday,,,,
ICGS,227,Pass,8/14/2016,,10959,Thursday,,,,
ICGS,228,Pass,8/15/2016,,10960,Friday,,,,
ICGS,229,Pass,8/16/2016,,10961,Saturday,,,,
ICGS,230,Pass,8/17/2016,,10962,Sunday,,,,
ICGS,231,Pass,8/18/2016,,10963,Monday,,,,
ICGS,232,Fail,8/19/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",10964,Tuesday,,,,
ICGS,233,Pass,8/20/2016,,10965,Wednesday,,,,
ICGS,234,Pass,8/21/2016,,10966,Thursday,,,,
ICGS,235,Fail,8/22/2016,PROD2.0|Not compatible with IOS 13|Update not found|Updating,10967,Friday,,,,
ICGS,236,Pass,8/23/2016,,10968,Saturday,,,,
ICGS,237,Fail,8/24/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising,10969,Sunday,,,,
ICGS,238,Pass,8/25/2016,,10970,Monday,,,,
ICGS,239,Pass,8/26/2016,,10971,Tuesday,,,,
ICGS,240,Pass,8/27/2016,,10972,Wednesday,,,,
ICGS,241,Pass,8/28/2016,,10973,Thursday,,,,
ICGS,242,Pass,8/29/2016,,10974,Friday,,,,
ICGS,243,Fail,8/30/2016,"DEV2.0| print ""Ok""|Missing parentheses in call to 'print'| printing",10975,Saturday,,,,
ICGS,244,Fail,8/31/2016,STG2.0|for x in range(10)|List out of index [15]|looping,10976,Sunday,,,,
ICGS,245,Pass,9/1/2016,,10977,Monday,,,,
ICGS,246,Fail,9/2/2016,UAT2.0|import pandas as pd|package not found|importing,10978,Tuesday,,,,
ICGS,247,Pass,9/3/2016,,10979,Wednesday,,,,
ICGS,248,Fail,9/4/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error",10980,Thursday,,,,
ICGS,249,Pass,9/5/2016,,10981,Friday,,,,
ICGS,250,Pass,9/6/2016,,10982,Saturday,,,,
ICGS,251,Pass,9/7/2016,,10983,Sunday,,,,
ICGS,252,Fail,9/8/2016,"PROD2.0| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly",10984,Monday,,,,
ICGS,253,Pass,9/9/2016,,10985,Tuesday,,,,
ICGS,254,Fail,9/10/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration",10986,Wednesday,,,,
ICGS,255,Fail,9/11/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data",10987,Thursday,,,,
ICGS,256,Pass,9/12/2016,,10988,Friday,,,,
ICGS,257,Fail,9/13/2016,"UAT2.0| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading",10989,Saturday,,,,
ICGS,258,Pass,9/14/2016,,10990,Sunday,,,,
ICGS,259,Pass,9/15/2016,,10991,Monday,,,,
ICGS,260,Pass,9/16/2016,,10992,Tuesday,,,,
ICGS,261,Fail,9/17/2016,UAT2.0|import matplotlib as plt|matplotlib: Package not found|importing,10993,Wednesday,,,,
ICGS,262,Fail,9/18/2016,UAT2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise,10994,Thursday,,,,
ICGS,263,Pass,9/19/2016,,10995,Friday,,,,
ICGS,264,Fail,9/20/2016,"PROD2.0|import plotly|The plotly.plotly module is deprecated,|importing",10996,Saturday,,,,
ICGS,265,Pass,9/21/2016,,10997,Sunday,,,,
ICGS,266,Pass,9/22/2016,,10998,Monday,,,,
ICGS,267,Pass,9/23/2016,,10999,Tuesday,,,,
ICGS,268,Fail,9/24/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising,11000,Wednesday,,,,
ICGS,269,Fail,9/25/2016,"DEV2.0|plt.plot(x,y)|x,y : undefined variables|plotting",11001,Thursday,,,,
ICGS,270,Fail,9/26/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control,11002,Friday,,,,
ICGS,271,Pass,9/27/2016,,11003,Saturday,,,,
ICGS,272,Pass,9/28/2016,,11004,Sunday,,,,
ICGS,273,Fail,9/29/2016,STG2.0|for x in range(10)|List out of index [15]|looping,11005,Monday,,,,
ICGS,274,Pass,9/30/2016,,11006,Tuesday,,,,
ICGS,275,Fail,10/1/2016,DEV2.0|import seaborn as sns|seaborn: package not found|importing,11007,Wednesday,,,,
ICGS,276,Fail,10/2/2016,"DEV2.0|print(data.[""Name""])|No column named ""Name""|retrive data",11008,Thursday,,,,
ICGS,277,Pass,10/3/2016,,11009,Friday,,,,
ICGS,278,Fail,10/4/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value ,11010,Saturday,,,,
ICGS,279,Pass,10/5/2016,,11011,Sunday,,,,
ICGS,280,Pass,10/6/2016,,11012,Monday,,,,
ICGS,281,Fail,10/7/2016,DEV2.0|df.read_csv(...)|file not found|Importing file,11013,Tuesday,,,,
ICGS,282,Fail,10/8/2016,"DEV2.0|print(data.[""Name""])|No column named ""Name""|retrive data",11014,Wednesday,,,,
ICGS,283,Fail,10/9/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",11015,Thursday,,,,
ICGS,284,Fail,10/10/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data",11016,Friday,,,,
ICGS,285,Fail,10/11/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",11017,Saturday,,,,
ICGS,286,Pass,10/12/2016,,11018,Sunday,,,,
ICGS,287,Pass,10/13/2016,,11019,Monday,,,,
ICGS,288,Pass,10/14/2016,,11020,Tuesday,,,,
ICGS,289,Fail,10/15/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations",11021,Wednesday,,,,
ICGS,290,Fail,10/16/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing,11022,Thursday,,,,
ICGS,291,Pass,10/17/2016,,11023,Friday,,,,
ICGS,292,Pass,10/18/2016,,11024,Saturday,,,,
ICGS,293,Fail,10/19/2016,DEV2.0|df.read_csv(...)|file not found|Importing file,11025,Sunday,,,,
ICGS,294,Fail,10/20/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising,11026,Monday,,,,
ICGS,295,Pass,10/21/2016,,11027,Tuesday,,,,
ICGS,296,Pass,10/22/2016,,11028,Wednesday,,,,
ICGS,297,Pass,10/23/2016,,11029,Thursday,,,,
ICGS,298,Pass,10/24/2016,,11030,Friday,,,,
ICGS,299,Pass,10/25/2016,,11031,Saturday,,,,
ICGS,300,Pass,10/26/2016,,11032,Sunday,,,,
ICGS,301,Fail,10/27/2016,UAT2.0|import matplotlib.pyplot as plt|matplot: Package not found|importing,11033,Monday,,,,
ICGS,302,Fail,10/28/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing,11034,Tuesday,,,,
ICGS,303,Pass,10/29/2016,,11035,Wednesday,,,,
ICGS,304,Fail,10/30/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",11036,Thursday,Haloween,,,
ICGS,305,Fail,10/31/2016,DEV2.0|import seaborn as sns|seaborn: package not found|importing,11037,Friday,Haloween,,,
ICGS,306,Pass,11/1/2016,,11038,Saturday,,,,
ICGS,307,Pass,11/2/2016,,11039,Sunday,,,,
ICGS,308,Fail,11/3/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing",11040,Monday,,,,
ICGS,309,Pass,11/4/2016,,11041,Tuesday,,,,
ICGS,310,Pass,11/5/2016,,11042,Wednesday,,,,
ICGS,311,Pass,11/6/2016,,11043,Thursday,,,,
ICGS,312,Pass,11/7/2016,,11044,Friday,,,,
ICGS,313,Pass,11/8/2016,,11045,Saturday,,,,
ICGS,314,Fail,11/9/2016,UAT2.0|import matplotlib.pyplot as plt|matplot: Package not found|importing,11046,Sunday,,,,
ICGS,315,Pass,11/10/2016,,11047,Monday,,,,
ICGS,316,Pass,11/11/2016,,11048,Tuesday,,,,
ICGS,317,Pass,11/12/2016,,11049,Wednesday,,,,
ICGS,318,Pass,11/13/2016,,11050,Thursday,,,,
ICGS,319,Pass,11/14/2016,,11051,Friday,,,,
ICGS,320,Pass,11/15/2016,,11052,Saturday,,,,
ICGS,321,Fail,11/16/2016,PROD2.0|import seaborn as sns|seaborn: Package not found|Coloring,11053,Sunday,,,,
ICGS,322,Pass,11/17/2016,,11054,Monday,,,,
ICGS,323,Fail,11/18/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations",11055,Tuesday,,,,
ICGS,324,Pass,11/19/2016,,11056,Wednesday,,,,
ICGS,325,Pass,11/20/2016,,11057,Thursday,,,,
ICGS,326,Pass,11/21/2016,,11058,Friday,,,,
ICGS,327,Fail,11/22/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations",11059,Saturday,,,,
ICGS,328,Pass,11/23/2016,,11060,Sunday,,,,
ICGS,329,Fail,11/24/2016,"DEV2.0|print(""a[10]"")|No varible named a|retrive data",11061,Monday,,,,
ICGS,330,Pass,11/25/2016,,11062,Tuesday,,,,
ICGS,331,Pass,11/26/2016,,11063,Wednesday,,,,
ICGS,332,Pass,11/27/2016,,11064,Thursday,Thanksgiving Week,,,
ICGS,333,Fail,11/28/2016,"DEV2.0| for x,d in data.Height, data.shape[0]| too many values to unpack|looping",11065,Friday,Thanksgiving Week,,,
ICGS,334,Pass,11/29/2016,,11066,Saturday,Thanksgiving Week,,,
ICGS,335,Fail,11/30/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value ,11067,Sunday,Thanksgiving Week,,,
ICGS,336,Fail,12/1/2016,UAT2.0|import matplotlib as plt|matplotlib: Package not found|importing,11068,Monday,Thanksgiving Week,,,
ICGS,337,Fail,12/2/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing,11069,Tuesday,,,,
ICGS,338,Pass,12/3/2016,,11070,Wednesday,,,,
ICGS,339,Pass,12/4/2016,,11071,Thursday,,,,
ICGS,340,Fail,12/5/2016,PROD2.0|import seaborn as sns|seaborn: Package not found|Coloring,11072,Friday,,,,
ICGS,341,Pass,12/6/2016,,11073,Saturday,,,,
ICGS,342,Pass,12/7/2016,,11074,Sunday,,,,
ICGS,343,Fail,12/8/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",11075,Monday,,,,
ICGS,344,Fail,12/9/2016,PROD2.0|np.arange(8)|numpy array out of range|looping,11076,Tuesday,,,,
ICGS,345,Pass,12/10/2016,,11077,Wednesday,,,,
ICGS,346,Fail,12/11/2016,UAT2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise,11078,Thursday,,,,
ICGS,347,Fail,12/12/2016,"PROD2.0|import plotly|The plotly.plotly module is deprecated,|importing",11079,Friday,,,,
ICGS,348,Pass,12/13/2016,,11080,Saturday,,,,
ICGS,349,Fail,12/14/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing,11081,Sunday,,,,
ICGS,350,Pass,12/15/2016,,11082,Monday,,,,
ICGS,351,Pass,12/16/2016,,11083,Tuesday,,,,
ICGS,352,Pass,12/17/2016,,11084,Wednesday,,,,
ICGS,353,Fail,12/18/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",11085,Thursday,,,,
ICGS,354,Fail,12/19/2016,"DEV2.0| print ""Ok""|Missing parentheses in call to 'print'| printing",11086,Friday,,,,
ICGS,355,Pass,12/20/2016,,11087,Saturday,,,,
ICGS,356,Fail,12/21/2016,DEV2.0|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming,11088,Sunday,,,,
ICGS,357,Fail,12/22/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations",11089,Monday,,,,
ICGS,358,Pass,12/23/2016,,11090,Tuesday,,,,
ICGS,359,Fail,12/24/2016,DEV2.0|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming,11091,Wednesday,Christmas,,,
ICGS,360,Fail,12/25/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing",11092,Thursday,Christmas,,,
ICGS,361,Pass,12/26/2016,,11093,Friday,,,,
ICGS,362,Pass,12/27/2016,,11094,Saturday,,,,
ICGS,363,Fail,12/28/2016,UAT2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise,11095,Sunday,,,,
ICGS,364,Pass,12/29/2016,,11096,Monday,,,,
ICGS,365,Pass,12/30/2016,,11097,Tuesday,,,,
ICGS,366,Pass,12/31/2016,,11098,Wednesday,,,,
COEP,1,Fail,1/1/2016,UAT2.0|import pandas as pd|package not found|importing,11099,Thursday,New Year,,,
COEP,2,Fail,1/2/2016,DEV2.0|plt.show()|displaying graph without plotting it|plotting,11100,Friday,,,,
COEP,3,Fail,1/3/2016,DEV2.0|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming,11101,Saturday,,,,
COEP,4,Fail,1/4/2016,"DEV2.0| for x,d in data.Height, data.shape[0]| too many values to unpack|looping",11102,Sunday,,,,
COEP,5,Pass,1/5/2016,,11103,Monday,,,,
COEP,6,Pass,1/6/2016,,11104,Tuesday,,,,
COEP,7,Fail,1/7/2016,"DEV2.0| print ""Ok""|Missing parentheses in call to 'print'| printing",11105,Wednesday,,,,
COEP,8,Fail,1/8/2016,DEV2.0|import seaborn as sns|seaborn: package not found|importing,11106,Thursday,,,,
COEP,9,Pass,1/9/2016,,11107,Friday,,,,
COEP,10,Pass,1/10/2016,,11108,Saturday,,,,
COEP,11,Pass,1/11/2016,,11109,Sunday,,,,
COEP,12,Fail,1/12/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration",11110,Monday,,,,
COEP,13,Fail,1/13/2016,DEV2.0|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data,11111,Tuesday,,,,
COEP,14,Pass,1/14/2016,,11112,Wednesday,,,,
COEP,15,Pass,1/15/2016,,11113,Thursday,,,,
COEP,16,Pass,1/16/2016,,11114,Friday,,,,
COEP,17,Pass,1/17/2016,,11115,Saturday,,,,
COEP,18,Fail,1/18/2016,UAT2.0|form.submit(name[0])|Array index out of bounds|Need to specify name,11116,Sunday,,,,
COEP,19,Fail,1/19/2016,PROD2.0|import seaborn as sns|seaborn: Package not found|Coloring,11117,Monday,,,,
COEP,20,Pass,1/20/2016,,11118,Tuesday,,,,
COEP,21,Pass,1/21/2016,,11119,Wednesday,,,,
COEP,22,Pass,1/22/2016,,11120,Thursday,,,,
COEP,23,Pass,1/23/2016,,11121,Friday,,,,
COEP,24,Pass,1/24/2016,,11122,Saturday,,,,
COEP,25,Fail,1/25/2016,DEV2.0|plt.show()|displaying graph without plotting it|plotting,11123,Sunday,,,,
COEP,26,Fail,1/26/2016,DEV2.0|plt.show()|displaying graph without plotting it|plotting,11124,Monday,,,,
COEP,27,Pass,1/27/2016,,11125,Tuesday,,,,
COEP,28,Pass,1/28/2016,,11126,Wednesday,,,,
COEP,29,Pass,1/29/2016,,11127,Thursday,,,,
COEP,30,Fail,1/30/2016,PROD2.0|print(('python')*a)|a: variable undefined|retrieve data,11128,Friday,,,,
COEP,31,Fail,1/31/2016,PROD2.0|print(('python')*a)|a: variable undefined|retrieve data,11129,Saturday,,,,
COEP,32,Pass,2/1/2016,,11130,Sunday,,,,
COEP,33,Pass,2/2/2016,,11131,Monday,,,,
COEP,34,Fail,2/3/2016,DEV2.0|plt.show()|plt:undefined name|displaying,11132,Tuesday,,,,
COEP,35,Pass,2/4/2016,,11133,Wednesday,,,,
COEP,36,Fail,2/5/2016,STG2.0|for x in range(10)|List out of index [15]|looping,11134,Thursday,,,,
COEP,37,Pass,2/6/2016,,11135,Friday,,,,
COEP,38,Pass,2/7/2016,,11136,Saturday,,,,
COEP,39,Pass,2/8/2016,,11137,Sunday,,,,
COEP,40,Pass,2/9/2016,,11138,Monday,,,,
COEP,41,Pass,2/10/2016,,11139,Tuesday,,,,
COEP,42,Fail,2/11/2016,"UAT2.0| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading",11140,Wednesday,,,,
COEP,43,Pass,2/12/2016,,11141,Thursday,,,,
COEP,44,Pass,2/13/2016,,11142,Friday,,,,
COEP,45,Pass,2/14/2016,,11143,Saturday,,,,
COEP,46,Pass,2/15/2016,,11144,Sunday,,,,
COEP,47,Fail,2/16/2016,"DEV2.0| print ""Ok""|Missing parentheses in call to 'print'| printing",11145,Monday,,,,
COEP,48,Pass,2/17/2016,,11146,Tuesday,,,,
COEP,49,Fail,2/18/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control,11147,Wednesday,,,,
COEP,50,Pass,2/19/2016,,11148,Thursday,,,,
COEP,51,Pass,2/20/2016,,11149,Friday,,,,
COEP,52,Pass,2/21/2016,,11150,Saturday,,,,
COEP,53,Pass,2/22/2016,,11151,Sunday,,,,
COEP,54,Pass,2/23/2016,,11152,Monday,,,,
COEP,55,Pass,2/24/2016,,11153,Tuesday,,,,
COEP,56,Pass,2/25/2016,,11154,Wednesday,,,,
COEP,57,Pass,2/26/2016,,11155,Thursday,,,,
COEP,58,Pass,2/27/2016,,11156,Friday,,,,
COEP,59,Fail,2/28/2016,UAT2.0|import pandasa as pd|pandasa: Package not found|importing,11157,Saturday,,,,
COEP,60,Fail,2/29/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing",11158,Sunday,,,,
COEP,61,Pass,3/1/2016,,11159,Monday,,,,
COEP,62,Fail,3/2/2016,UAT2.0|import pandas as pd|package not found|importing,11160,Tuesday,,,,
COEP,63,Fail,3/3/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing,11161,Wednesday,,,,
COEP,64,Fail,3/4/2016,UAT2.0|import pandasa as pd|pandasa: Package not found|importing,11162,Thursday,,,,
COEP,65,Fail,3/5/2016,PROD2.0|import numpy as np|numpy: Package not found|importing,11163,Friday,,,,
COEP,66,Fail,3/6/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control,11164,Saturday,,,,
COEP,67,Pass,3/7/2016,,11165,Sunday,,,,
COEP,68,Fail,3/8/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",11166,Monday,,,,
COEP,69,Pass,3/9/2016,,11167,Tuesday,,,,
COEP,70,Pass,3/10/2016,,11168,Wednesday,,,,
COEP,71,Fail,3/11/2016,DEV2.0|plt.show()|displaying graph without plotting it|plotting,11169,Thursday,,,,
COEP,72,Fail,3/12/2016,"DEV2.0| print ""Ok""|Missing parentheses in call to 'print'| printing",11170,Friday,,,,
COEP,73,Pass,3/13/2016,,11171,Saturday,,,,
COEP,74,Fail,3/14/2016,DEV2.0|plt.show()|displaying graph without plotting it|plotting,11172,Sunday,,,,
COEP,75,Pass,3/15/2016,,11173,Monday,,,,
COEP,76,Fail,3/16/2016,UAT2.0|form.submit(name[0])|Array index out of bounds|Need to specify name,11174,Tuesday,,,,
COEP,77,Pass,3/17/2016,,11175,Wednesday,,,,
COEP,78,Pass,3/18/2016,,11176,Thursday,,,,
COEP,79,Pass,3/19/2016,,11177,Friday,,,,
COEP,80,Fail,3/20/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising,11178,Saturday,,,,
COEP,81,Fail,3/21/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",11179,Sunday,,,,
COEP,82,Pass,3/22/2016,,11180,Monday,,,,
COEP,83,Pass,3/23/2016,,11181,Tuesday,,,,
COEP,84,Fail,3/24/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value ,11182,Wednesday,,,,
COEP,85,Pass,3/25/2016,,11183,Thursday,,,,
COEP,86,Fail,3/26/2016,"PROD2.0|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data",11184,Friday,,,,
COEP,87,Pass,3/27/2016,,11185,Saturday,,,,
COEP,88,Pass,3/28/2016,,11186,Sunday,,,,
COEP,89,Pass,3/29/2016,,11187,Monday,,,,
COEP,90,Pass,3/30/2016,,11188,Tuesday,,,,
COEP,91,Fail,3/31/2016,DEV2.0|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming,11189,Wednesday,,,,
COEP,92,Pass,4/1/2016,,11190,Thursday,,,,
COEP,93,Pass,4/2/2016,,11191,Friday,,,,
COEP,94,Fail,4/3/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value ,11192,Saturday,,,,
COEP,95,Fail,4/4/2016,"PROD2.0|import plotly|The plotly.plotly module is deprecated,|importing",11193,Sunday,,,,
COEP,96,Pass,4/5/2016,,11194,Monday,,,,
COEP,97,Fail,4/6/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising,11195,Tuesday,,,,
COEP,98,Pass,4/7/2016,,11196,Wednesday,,,,
COEP,99,Pass,4/8/2016,,11197,Thursday,,,,
COEP,100,Fail,4/9/2016,"DEV2.0|print(""a[10]"")|No varible named a|retrive data",11198,Friday,,,,
COEP,101,Pass,4/10/2016,,11199,Saturday,,,,
COEP,102,Pass,4/11/2016,,11200,Sunday,,,,
COEP,103,Fail,4/12/2016,"DEV2.0| for x,d in data.Height, data.shape[0]| too many values to unpack|looping",11201,Monday,,,,
COEP,104,Pass,4/13/2016,,11202,Tuesday,,,,
COEP,105,Pass,4/14/2016,,11203,Wednesday,,,,
COEP,106,Fail,4/15/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",11204,Thursday,,,,
COEP,107,Pass,4/16/2016,,11205,Friday,,,,
COEP,108,Pass,4/17/2016,,11206,Saturday,,,,
COEP,109,Fail,4/18/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations",11207,Sunday,,,,
COEP,110,Pass,4/19/2016,,11208,Monday,,,,
COEP,111,Pass,4/20/2016,,11209,Tuesday,,,,
COEP,112,Pass,4/21/2016,,11210,Wednesday,,,,
COEP,113,Pass,4/22/2016,,11211,Thursday,,,,
COEP,114,Fail,4/23/2016,STG2.0|for i in Age|list index out of range|looping,11212,Friday,,,,
COEP,115,Fail,4/24/2016,"PROD2.0| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter",11213,Saturday,,,,
COEP,116,Pass,4/25/2016,,11214,Sunday,,,,
COEP,117,Pass,4/26/2016,,11215,Monday,,,,
COEP,118,Pass,4/27/2016,,11216,Tuesday,,,,
COEP,119,Fail,4/28/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",11217,Wednesday,,,,
COEP,120,Fail,4/29/2016,"DEV2.0|print(""a[10]"")|No varible named a|retrive data",11218,Thursday,,,,
COEP,121,Fail,4/30/2016,"PROD2.0| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly",11219,Friday,,,,
COEP,122,Pass,5/1/2016,,11220,Saturday,,,,
COEP,123,Fail,5/2/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",11221,Sunday,,,,
COEP,124,Pass,5/3/2016,,11222,Monday,,,,
COEP,125,Pass,5/4/2016,,11223,Tuesday,,,,
